"Name"	"Count"	"Path"	"Length"	"LastWriteTime"
"עמוד-74.css"	"6"	"meta/backup/equations_cleanup_20260415_064704/styles/pages/עמוד-74.css"	"388"	"04/07/2026 23:49:54"
"עמוד-74.css"	"6"	"sources/backups/pre-promotion-20260319-074035/styles/pages/עמוד-74.css"	"263"	"04/07/2026 23:49:54"
"עמוד-74.css"	"6"	"sources/legacy/parabula-old/site/styles/pages/עמוד-74.css"	"263"	"04/07/2026 23:49:54"
"עמוד-74.css"	"6"	"sources/legacy/parabula-old/styles/pages/עמוד-74.css"	"263"	"04/07/2026 23:49:54"
"עמוד-74.css"	"6"	"styles/pages/עמוד-74.css"	"1702"	"04/07/2026 23:49:55"
"עמוד-75.css"	"6"	"docs/styles/pages/עמוד-75.css"	"1243"	"04/07/2026 23:49:54"
"עמוד-75.css"	"6"	"meta/backup/equations_cleanup_20260415_064704/styles/pages/עמוד-75.css"	"388"	"04/07/2026 23:49:54"
"עמוד-75.css"	"6"	"sources/backups/pre-promotion-20260319-074035/styles/pages/עמוד-75.css"	"263"	"04/07/2026 23:49:54"
"עמוד-75.css"	"6"	"sources/legacy/parabula-old/site/styles/pages/עמוד-75.css"	"263"	"04/07/2026 23:49:54"
"עמוד-75.css"	"6"	"sources/legacy/parabula-old/styles/pages/עמוד-75.css"	"263"	"04/07/2026 23:49:54"
"עמוד-75.css"	"6"	"styles/pages/עמוד-75.css"	"1702"	"04/07/2026 23:49:55"
"עמוד-76.css"	"6"	"docs/styles/pages/עמוד-76.css"	"1243"	"04/07/2026 23:49:54"
"עמוד-76.css"	"6"	"meta/backup/equations_cleanup_20260415_064704/styles/pages/עמוד-76.css"	"388"	"04/07/2026 23:49:54"
"עמוד-76.css"	"6"	"sources/backups/pre-promotion-20260319-074035/styles/pages/עמוד-76.css"	"263"	"04/07/2026 23:49:54"
"עמוד-76.css"	"6"	"sources/legacy/parabula-old/site/styles/pages/עמוד-76.css"	"263"	"04/07/2026 23:49:54"
"עמוד-76.css"	"6"	"sources/legacy/parabula-old/styles/pages/עמוד-76.css"	"263"	"04/07/2026 23:49:54"
"עמוד-76.css"	"6"	"styles/pages/עמוד-76.css"	"1702"	"04/07/2026 23:49:55"
"עמוד-77.css"	"6"	"docs/styles/pages/עמוד-77.css"	"1243"	"04/07/2026 23:49:54"
